n_side,dimension,rtol,backend,median_s,iqr_s,iqr_pct,cpu_time_median_s,error_inf,matvecs,nonlinear_evals,auto_last_selected
64,4096,1e-07,kiops,0.14570446250000002,0.0015652127499999613,1.074238031659436,0.1457005355,7.005017177430517e-09,542.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-07,leja,0.1898182445,0.0021129307499999916,1.1131336482252587,0.1898097145,6.997440127332055e-09,884.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-07,hybrid,0.163394436,0.003290702750000013,2.0139625501078955,0.163380761,7.005017191308305e-09,400.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-07,auto,0.193830744,0.0017957769999999984,0.9264665465040977,0.19381797300000003,6.997440127332055e-09,884.0,29.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
64,4096,1e-05,kiops,0.061191854000000004,0.0006628935000000044,1.0833035063784868,0.061197338500000004,1.4559524026680482e-07,226.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-05,leja,0.0813217925,0.0010317342499999854,1.2687057408381466,0.08132774050000001,1.456638039631919e-07,382.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-05,hybrid,0.0714839795,0.0009654817500000107,1.3506267512709063,0.0714866155,1.455952403917049e-07,170.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-05,auto,0.084331828,0.0008951534999999955,1.0614657848991433,0.084334948,1.456638039631919e-07,382.0,13.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
128,16384,1e-07,kiops,0.5622518790000001,0.00191820400000009,0.3411645334848387,0.5622120580000001,7.0014513214866625e-09,542.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-07,leja,0.6323559405000001,0.0031367757500000426,0.4960459053361328,0.6323164440000001,6.963055201869572e-09,1109.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-07,hybrid,0.608743216,0.003714623000000028,0.610211810557578,0.608738503,7.0014514602645406e-09,400.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-07,auto,0.6414860130000001,0.002503190250000009,0.3902174325350425,0.64146474,6.963055201869572e-09,1109.0,29.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
128,16384,1e-05,kiops,0.23628385400000002,0.0009999555000000104,0.423200943725935,0.23625460750000002,1.455207640638223e-07,226.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-05,leja,0.2726566635,0.0030430469999999654,1.1160728518193597,0.2726573685,1.4530000817802868e-07,477.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-05,hybrid,0.2723618995,0.0014427859999999737,0.5297312152135192,0.272366649,1.4552078130003476e-07,170.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-05,auto,0.2762998795,0.0022571670000000044,0.8169265234876819,0.2762954595,1.4530000817802868e-07,477.0,13.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
256,65536,1e-07,kiops,2.6077982235,0.03510018299999951,1.3459700479775063,2.6076663975,7.000549751001728e-09,558.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-07,leja,3.7115586830000002,0.02016095100000026,0.5431936477885472,3.7113527950000003,6.991665163491589e-09,1720.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-07,hybrid,3.3448924175,0.02070417775000033,0.6189788837954555,3.3445405480000003,7.000557772363081e-09,420.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-07,auto,3.7606370505,0.017758610499999605,0.4722234627146081,3.7604567660000003,6.991665163491589e-09,1720.0,29.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
256,65536,1e-05,kiops,1.1768173295,0.0067092424999999345,0.5701175817023805,1.176615795,1.4560417592457409e-07,247.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-05,leja,1.651010211,0.007977286250000049,0.4831760698298945,1.6509169955000003,1.397227120947253e-07,768.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-05,hybrid,1.6907262065000002,0.01466696150000013,0.8674947749442203,1.6906384775000003,1.455626877505667e-07,180.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-05,auto,1.6635328290000002,0.0065617855000001946,0.39444881312890484,1.6634496250000002,1.397227120947253e-07,768.0,13.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
