n_side,dimension,rtol,backend,median_s,iqr_s,iqr_pct,cpu_time_median_s,error_inf,matvecs,nonlinear_evals,auto_last_selected
64,4096,1e-07,kiops,0.146904111,0.0016198352500000068,1.1026480055415242,0.1469090315,7.005017177430517e-09,542.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-07,leja,0.194869921,0.002545204000000023,1.306104085709576,0.19487477350000001,6.997440127332055e-09,884.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-07,hybrid,0.163947071,0.0014822547500000227,0.9041056610276512,0.1639490555,7.005017191308305e-09,400.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-07,auto,0.1991712055,0.0038832825000000015,1.9497208395417387,0.19916346000000001,6.997440127332055e-09,884.0,29.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
64,4096,1e-05,kiops,0.061849403000000004,0.0009605739999999918,1.5530853224241983,0.061855116,1.4559524026680482e-07,226.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-05,leja,0.0833611365,0.0009545727500000073,1.1451052493748177,0.08335533850000001,1.456638039631919e-07,382.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-05,hybrid,0.07206736550000001,0.0016459852500000094,2.2839536849727207,0.072072899,1.455952403917049e-07,170.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
64,4096,1e-05,auto,0.08609250700000001,0.0012707117500000142,1.475984141105351,0.086098018,1.456638039631919e-07,382.0,13.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
128,16384,1e-07,kiops,0.566378265,0.002385098999999946,0.42111414709742545,0.5663648215000001,7.0014513214866625e-09,542.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-07,leja,0.6410739320000001,0.002951828250000066,0.46045051945741344,0.641067767,6.963055201869572e-09,1109.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-07,hybrid,0.6143025,0.004807710000000021,0.782629079321673,0.614271973,7.0014514602645406e-09,400.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-07,auto,0.6507862725,0.004129688999999992,0.6345691626431766,0.6507649275,6.963055201869572e-09,1109.0,29.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
128,16384,1e-05,kiops,0.23842464700000002,0.002560236750000028,1.0738137949303654,0.23842929850000003,1.455207640638223e-07,226.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-05,leja,0.276283908,0.001835620250000003,0.6643963679564004,0.27625474650000004,1.4530000817802868e-07,477.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-05,hybrid,0.27448504250000005,0.0021418460000000583,0.7803142861600766,0.2744807885,1.4552078130003476e-07,170.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
128,16384,1e-05,auto,0.28100376000000005,0.001807103500000018,0.6430887259302216,0.2810095125,1.4530000817802868e-07,477.0,13.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
256,65536,1e-07,kiops,2.6183733520000003,0.028207259000000207,1.0772817779578518,2.6182457085,7.000549751001728e-09,558.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-07,leja,3.7486933700000002,0.01589415049999987,0.4239917467562803,3.7484835735,6.991665163491589e-09,1720.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-07,hybrid,3.3467198190000005,0.014127712750000132,0.42213610681701735,3.3465122535000003,7.000557772363081e-09,420.0,29.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-07,auto,3.798641282,0.02050901950000039,0.5399040861579409,3.7981399145,6.991665163491589e-09,1720.0,29.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
256,65536,1e-05,kiops,1.174453148,0.01324891149999985,1.1280919568874832,1.1744122095000002,1.4560417592457409e-07,247.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-05,leja,1.6843153525,0.010424594250000085,0.6189217615648424,1.68426227,1.397227120947253e-07,768.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-05,hybrid,1.6887787825,0.015229230499999913,0.9017895450732258,1.68868948,1.455626877505667e-07,180.0,13.0,None;None;None;None;None;None;None;None;None;None;None;None
256,65536,1e-05,auto,1.6900791885,0.007169516250000063,0.42421185343174606,1.6900135600000001,1.397227120947253e-07,768.0,13.0,leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja;leja
